region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Travinh,2021-07-04,,estimate,0.139950528034691,0.141014138007626,0.0355747172883102,0.0866006096139648,0.118427144613292,0.131954882581404,0.147959407767236,0.162111884605825,0.20120777649543
Travinh,2021-07-05,,estimate,0.140794566535933,0.141740530461485,0.0353568544521665,0.0875676710136183,0.119500950144582,0.132836142190946,0.148672531191291,0.162938661327167,0.200720793412245
Travinh,2021-07-06,,estimate,0.141154254680287,0.142128577242423,0.0350487362705659,0.0877791909873418,0.120263929949158,0.133010943158949,0.149049804833234,0.162936963966264,0.200632385680363
Travinh,2021-07-07,,estimate,0.141068012053611,0.142188686637371,0.0346717663816952,0.0885791142696788,0.120591794694854,0.133669365600102,0.148807147880126,0.162664477282782,0.201086695496686
Travinh,2021-07-08,,estimate,0.140912963237898,0.141932149771447,0.0342483702580712,0.089433814766938,0.120658362883192,0.133670941055974,0.148426520088246,0.162075160108618,0.200217858681114
Travinh,2021-07-09,,estimate,0.140317047268139,0.141369739793948,0.0338014820528838,0.0886874807608441,0.120521881867837,0.132653158337202,0.148058470779458,0.161025808559718,0.198917855925175
Travinh,2021-07-10,,estimate,0.138938466718906,0.140510494119361,0.033356531808232,0.0891747794563912,0.120063256213567,0.13139069750165,0.14676362577442,0.160313738224016,0.197967574830625
Travinh,2021-07-11,,estimate,0.137652876355971,0.139360656182413,0.0329432521180828,0.0886076124077736,0.118699820828105,0.130478939182517,0.145569267981007,0.159096506844128,0.196523717065042
Travinh,2021-07-12,,estimate,0.136700631090259,0.137922788563081,0.0325955377988778,0.0873216628954824,0.116985121273225,0.128777077821029,0.144191859380322,0.157152022035579,0.194574032768008
Travinh,2021-07-13,,estimate,0.134947727985477,0.13619513680189,0.0323483571090688,0.0850733926942775,0.115088168121008,0.127087094885794,0.142151609009353,0.155167680817329,0.192192081430166
Travinh,2021-07-14,,estimate,0.132695475418964,0.13417138458554,0.0322305622454872,0.0834339413350044,0.112865636183818,0.125190480715743,0.140184623186872,0.153499826430745,0.189583532474885
Travinh,2021-07-15,,estimate,0.130308708030938,0.131840998671535,0.0322532742488208,0.0822962061145062,0.110382573105675,0.122836959761638,0.137518000451733,0.151716149384562,0.187059027538243
Travinh,2021-07-16,,estimate,0.127375174444011,0.129190401888553,0.032397422497422,0.0800151486981901,0.108089116769944,0.120159896597879,0.134724486261094,0.149103346440252,0.184374651140893
Travinh,2021-07-17,,estimate,0.124638211314686,0.126205147609756,0.0326089831675123,0.0770965878559618,0.104511890501323,0.117067102056297,0.131929592283317,0.145737923259446,0.180935761337771
Travinh,2021-07-18,,estimate,0.121076961606895,0.122872986016288,0.0328097299721218,0.0745372526339915,0.101462161961209,0.113798641514362,0.128230499814393,0.142163510833573,0.177937070519567
Travinh,2021-07-19,,estimate,0.116954201648413,0.119187237917617,0.0329212139875912,0.0706048606218482,0.0978617160361041,0.10990941460542,0.124891344054951,0.138487500328927,0.174219373019721
Travinh,2021-07-20,,estimate,0.113004324495003,0.115149509805885,0.032888272800899,0.0663520770177214,0.0938384359261811,0.105633097308976,0.120775920698463,0.134286876442601,0.17022542703298
Travinh,2021-07-21,,estimate,0.108534443232117,0.110770865468045,0.0326886112325497,0.0635948808137646,0.0898261463957844,0.1008355111542,0.116333250638092,0.13006791194401,0.166043706805556
Travinh,2021-07-22,,estimate,0.103846277299584,0.106071176869026,0.0323273234632614,0.0585306811615975,0.0849389243137905,0.0962040717479462,0.111618505347147,0.125078523923472,0.160863349688991
Travinh,2021-07-23,,estimate,0.0988821897096001,0.101077108301554,0.0318258709991731,0.0534954673762293,0.0803435162616757,0.0914290124081717,0.106516984615518,0.11959316188414,0.154464112413658
Travinh,2021-07-24,,estimate,0.0937092013060592,0.0958195435975267,0.0312143421046799,0.0494194376635071,0.0754363456205609,0.0865134819672244,0.101327359130663,0.114385615397221,0.149507261427363
Travinh,2021-07-25,,estimate,0.0885283896545229,0.090331122621147,0.0305286679588122,0.0440108512068149,0.0706997577956831,0.0814853712119271,0.0959917677160476,0.108297847196317,0.142521405811683
Travinh,2021-07-26,,estimate,0.0831391665346431,0.0846441838976761,0.0298099610326254,0.0386401675141118,0.065573672027245,0.0763182232611468,0.0899881529503091,0.102888418803421,0.135294970069681
Travinh,2021-07-27,,estimate,0.0771362461721413,0.078789130289749,0.0291034803106979,0.0328907473565454,0.0604984883200409,0.0707528465706892,0.0842603542741874,0.0968254013076749,0.128172463395792
Travinh,2021-07-28,,estimate,0.0712825949369468,0.0727931432901111,0.0284568654435085,0.0277887137352655,0.0547530431718832,0.0649045794689454,0.0783237102634239,0.0905887678510286,0.120558998632187
Travinh,2021-07-29,,estimate,0.0654811656839825,0.066679190834542,0.0279182159199979,0.0228344327680927,0.0492664850588744,0.0591093399977801,0.0724159546194995,0.0842453350339042,0.113914081721674
Travinh,2021-07-30,,estimate,0.0593241775650439,0.0604653153731092,0.0275330441270717,0.0168612934024325,0.0429863396590984,0.0534284230138133,0.0663535981447407,0.0777007709658616,0.107382628512874
Travinh,2021-07-31,,estimate,0.0533782376781594,0.0541642495276282,0.0273362171475984,0.0106678967101218,0.036779281284126,0.0472742327228259,0.059938643834594,0.0709322957021111,0.100145126078982
Travinh,2021-08-01,,estimate,0.0471751022448945,0.0477835335605432,0.0273350083827103,0.00474215585367667,0.0303101919367106,0.0407961217180543,0.0532807260991157,0.0645484418192577,0.0932614215997641
Travinh,2021-08-02,,estimate,0.0408018134561327,0.0413264860300742,0.0274875319897926,-0.00178112419177739,0.0240542799069573,0.0342087054679761,0.0465872019492024,0.0576226949896933,0.0871201773943325
Travinh,2021-08-03,,estimate,0.0338188971242622,0.0347944247585894,0.0276950424233212,-0.00840396745111375,0.0175226986943592,0.0276150639958174,0.0401803570155011,0.0511477957927536,0.0815719532726989
Travinh,2021-08-04,,estimate,0.0272167353674674,0.028190163000632,0.0278299484174353,-0.0147022489569604,0.0111341329201823,0.0208758985819227,0.0334235434299637,0.0444537466427567,0.0749996967902973
Travinh,2021-08-05,,estimate,0.020718642175908,0.0215219610258133,0.0277966881386688,-0.0210856632982623,0.00402669833705269,0.0143188023158519,0.0266339178687833,0.037251004196988,0.0680123290785153
Travinh,2021-08-06,,estimate,0.0137809812313951,0.0148063402013326,0.0275851302780246,-0.0280929204737533,-0.00284047688590472,0.00768435893676405,0.0203002672961005,0.030685482065814,0.0616243441826841
Travinh,2021-08-07,,estimate,0.00742850171063074,0.0080683412924033,0.0272706720437924,-0.0346241099170448,-0.00958615185670348,0.00116162471883565,0.0136278831515602,0.0244686418537418,0.0548781225434193
Travinh,2021-08-08,,estimate,0.000991254176346799,0.00133912631599747,0.0269594747936576,-0.041173571506104,-0.0162559361531677,-0.00538123461029249,0.00688053674578826,0.0179526361533547,0.0470124449431983
Travinh,2021-08-09,,estimate,-0.00545800362396703,-0.00534772323433047,0.0267269531973949,-0.0480911665685101,-0.0229146062589689,-0.0121619048548925,0.000555340007241435,0.0111222105868901,0.0398142457037722
Travinh,2021-08-10,,estimate,-0.0116889282450373,-0.0119594818505898,0.0265957195996617,-0.0552173219247072,-0.0296063862289631,-0.0185710007485241,-0.00563993730411632,0.0045434103041296,0.0328708992291469
Travinh,2021-08-11,,estimate,-0.0183495814467677,-0.0184661861444186,0.0265536360288062,-0.0620383690875397,-0.0358083843974524,-0.024609577201443,-0.011977856536453,-0.00185280357817402,0.0245343673464339
